1,1492
2,1492
4,932
8,109
11,586
14,1492
18,516
21,1492
21,721
24,320
25,1492
27,1492
30,1492
30,70
31,1044
32,54
34,1264
36,310
37,913
40,352
45,1492
47,1492
50,336
52,1492
56,898
58,11
58,1492
59,1099
60,502
62,199
63,120
63,1379
67,129
69,1467
70,443
72,1492
73,229
78,1194
80,1492
82,950
85,475
88,1492
89,991
91,55
95,893
96,1492
99,1492
102,1492
106,1492
108,659
109,530
110,1443
111,1492
116,683
120,818
122,334
124,1492
131,239
132,204
133,941
134,829
137,243
140,449
141,96
145,129
146,747
146,1492
149,1492
149,1378
150,1492
153,1492
157,128
159,585
160,650
161,1492
165,1434
165,1099
166,120
170,146
173,739
173,1492
177,1492
180,103
181,1492
182,306
184,193
188,360
191,232
193,1492
194,433
198,59
199,234
204,303
204,1492
206,1492
208,1492
208,1492
210,960
211,1230
212,1084
215,137
215,1492
216,1111
216,318
220,1492
222,1492
224,1492
224,96
228,1492
229,956
232,355
232,1492
234,398
236,225
238,1492
240,815
242,155
243,350
245,617
247,554
251,1049
253,1492
257,541
262,1492
264,964
265,647
269,1103
273,1101
276,1166
280,958
284,151
286,1492
287,1492
288,345
291,533
293,236
293,468
293,962
294,316
295,1492
295,67
296,1492
300,1116
303,456
303,1492
305,465
307,1383
307,226
308,146
309,1492
311,1492
314,1492
315,307
319,1070
323,1492
326,1492
329,776
331,289
334,1184
335,393
335,809
340,884
342,1480
345,1492
347,1492
350,98
350,620
351,254
352,808
353,1492
355,88
357,668
358,732
360,1492
364,1492
365,647
370,888
370,990
370,1492
371,774
373,580
375,321
378,1492
380,1217
381,353
382,1492
383,1335
386,41
388,1492
390,817
393,1492
393,482
393,91
395,80
399,361
402,187
407,107
407,928
408,1462
411,1492
414,1210
414,1492
417,76
420,1492
423,1382
426,1021
430,1492
431,141
434,366
435,989
436,1017
441,1492
441,519
442,1002
444,1310
445,940
448,1492
448,23
450,998
452,11
455,1307
456,555
458,1045
461,171
462,912
462,142
464,966
467,500
469,1019
470,1158
470,904
470,1195
472,1083
474,1492
476,944
476,1492
478,667
479,1492
480,379
483,1492
485,1492
488,667
488,51
489,349
489,1378
491,1492
492,1492
495,863
500,1492
